Retweeter,Retweeted
Dwight_Evans_(politician),Dwight_Evans_(politician)
Dwight_Evans_(politician),Dwight_Evans_(politician)
Dwight_Evans_(politician),Dwight_Evans_(politician)
Dwight_Evans_(politician),Dwight_Evans_(politician)
Dwight_Evans_(politician),Dwight_Evans_(politician)
Dwight_Evans_(politician),Dwight_Evans_(politician)
Dwight_Evans_(politician),Dwight_Evans_(politician)
Dwight_Evans_(politician),Dwight_Evans_(politician)
Dwight_Evans_(politician),Dwight_Evans_(politician)
Dwight_Evans_(politician),Dwight_Evans_(politician)
Dwight_Evans_(politician),Dwight_Evans_(politician)
Dwight_Evans_(politician),Dwight_Evans_(politician)
Dwight_Evans_(politician),Dwight_Evans_(politician)
Dwight_Evans_(politician),Dwight_Evans_(politician)
Dwight_Evans_(politician),Dwight_Evans_(politician)
Dwight_Evans_(politician),Dwight_Evans_(politician)
Dwight_Evans_(politician),Dwight_Evans_(politician)
Dwight_Evans_(politician),Dwight_Evans_(politician)
Dwight_Evans_(politician),Dwight_Evans_(politician)
Dwight_Evans_(politician),Dwight_Evans_(politician)
Dwight_Evans_(politician),Dwight_Evans_(politician)
Dwight_Evans_(politician),Dwight_Evans_(politician)
Dwight_Evans_(politician),Dwight_Evans_(politician)
Dwight_Evans_(politician),Dwight_Evans_(politician)
Carlos_Curbelo,Ileana_Ros-Lehtinen
Carlos_Curbelo,Ileana_Ros-Lehtinen
Carlos_Curbelo,Ileana_Ros-Lehtinen
Carlos_Curbelo,Brian_Higgins
Carlos_Curbelo,Ileana_Ros-Lehtinen
Carlos_Curbelo,Steve_Scalise
Carlos_Curbelo,Ileana_Ros-Lehtinen
Carlos_Curbelo,Ileana_Ros-Lehtinen
Carlos_Curbelo,Josh_Gottheimer
Carlos_Curbelo,Josh_Gottheimer
Carlos_Curbelo,Joe_Wilson_(American_politician)
Carlos_Curbelo,Ileana_Ros-Lehtinen
Carlos_Curbelo,Pete_Olson
Carlos_Curbelo,Ileana_Ros-Lehtinen
Pramila_Jayapal,Elijah_Cummings
Pramila_Jayapal,Ro_Khanna
Pramila_Jayapal,Mark_Pocan
Pramila_Jayapal,Hakeem_Jeffries
Pramila_Jayapal,Joaquín_Castro
Pramila_Jayapal,Raúl_Grijalva
Pramila_Jayapal,Lloyd_Doggett
Pramila_Jayapal,Lucille_Roybal-Allard
Pramila_Jayapal,Jackie_Speier
Pramila_Jayapal,Ro_Khanna
Pramila_Jayapal,Nanette_Barragán
Pramila_Jayapal,Adam_Smith_(politician)
Karen_Bass,Karen_Bass
Karen_Bass,Karen_Bass
Karen_Bass,Yvette_Clarke
Karen_Bass,Terri_Sewell
Karen_Bass,Sheila_Jackson_Lee
Karen_Bass,Mia_Love
Tom_Graves,Kevin_McCarthy_(U.S._Representative)
Tom_Graves,Jim_Banks
Tom_Graves,Steve_Scalise
Tom_Graves,Steve_Scalise
Tom_Graves,Paul_Ryan
Tom_Graves,Paul_Ryan
Bradley_Byrne,Paul_Gosar
Bradley_Byrne,Martha_Roby
Bradley_Byrne,Alma_Adams
Bradley_Byrne,Alma_Adams
Bradley_Byrne,Steve_Scalise
Rosa_DeLauro,John_B._Larson
Rosa_DeLauro,Jan_Schakowsky
Rosa_DeLauro,Mark_Pocan
Rosa_DeLauro,Lucille_Roybal-Allard
Rosa_DeLauro,Brenda_Lawrence
Rosa_DeLauro,Ann_McLane_Kuster
Rosa_DeLauro,Mark_Pocan
Rosa_DeLauro,Lloyd_Doggett
Rosa_DeLauro,Nanette_Barragán
Rosa_DeLauro,Suzan_DelBene
Rosa_DeLauro,Adam_Schiff
George_Holding,Steve_Scalise
George_Holding,George_Holding
George_Holding,George_Holding
George_Holding,Richard_Hudson_(American_politician)
George_Holding,Patrick_McHenry
George_Holding,Richard_Hudson_(American_politician)
George_Holding,Kevin_Brady
George_Holding,Paul_Ryan
Barbara_Comstock,Paul_Ryan
Barbara_Comstock,Paul_Ryan
Barbara_Comstock,Paul_Ryan
Barbara_Comstock,Paul_Ryan
Barbara_Comstock,Paul_Ryan
Adam_Schiff,Joe_Kennedy_III
Kevin_Brady,Paul_Ryan
Kevin_Brady,Steve_Scalise
Kevin_Brady,Paul_Ryan
Kevin_Brady,Paul_Ryan
Kevin_Brady,Paul_Ryan
Hakeem_Jeffries,Gwen_Moore
Hakeem_Jeffries,Mark_Pocan
Hakeem_Jeffries,Nancy_Pelosi
Salud_Carbajal,Eric_Swalwell
Earl_Blumenauer,Joe_Kennedy_III
Earl_Blumenauer,John_Lewis_(civil_rights_leader)
Earl_Blumenauer,Dina_Titus
Mimi_Walters,Mimi_Walters
Bill_Shuster,Sam_Graves
Bill_Shuster,Paul_Ryan
Bill_Shuster,Steve_Scalise
Bill_Shuster,Paul_Ryan
Bill_Shuster,Lloyd_Smucker
Bill_Shuster,Steve_Scalise
Bill_Shuster,Lou_Barletta
Bill_Shuster,Steve_Scalise
Bill_Shuster,Steve_Scalise
Bill_Shuster,Steve_Scalise
Bill_Shuster,Steve_Scalise
Bill_Shuster,Steve_Scalise
Bill_Shuster,Steve_Scalise
Bill_Shuster,Kevin_McCarthy_(U.S._Representative)
Bill_Shuster,Lou_Barletta
Bill_Shuster,Steve_Scalise
Bill_Shuster,Kevin_McCarthy_(U.S._Representative)
Jim_Clyburn,Terri_Sewell
Jim_Clyburn,Nancy_Pelosi
Jim_Clyburn,Bobby_Scott_(politician)
Jim_Clyburn,Terri_Sewell
Jim_Clyburn,Donald_McEachin
Jim_Clyburn,Joe_Crowley
Jim_Clyburn,Cedric_Richmond
Jim_Clyburn,Jim_Clyburn
Jim_Clyburn,Henry_Cuellar
Jim_Clyburn,Jamie_Raskin
Robin_Kelly,John_Lewis_(civil_rights_leader)
Robin_Kelly,Hakeem_Jeffries
Robin_Kelly,Terri_Sewell
Robin_Kelly,Joyce_Beatty
Robin_Kelly,Sheila_Jackson_Lee
Robin_Kelly,Jan_Schakowsky
Robin_Kelly,Steny_Hoyer
Robin_Kelly,Frank_Pallone
Robin_Kelly,Joyce_Beatty
Mike_Coffman,Paul_Ryan
Ted_Poe,Norma_Torres
Ted_Poe,Steve_Scalise
Ted_Poe,Garret_Graves
Ted_Poe,Cathy_McMorris_Rodgers
Ted_Poe,Cathy_McMorris_Rodgers
Cathy_McMorris_Rodgers,Steve_Scalise
Rob_Woodall,Paul_Ryan
Rob_Woodall,Paul_Ryan
Suzan_DelBene,Suzanne_Bonamici
Suzan_DelBene,Terri_Sewell
Sander_Levin,John_Lewis_(civil_rights_leader)
Sander_Levin,Steny_Hoyer
Sander_Levin,Elijah_Cummings
Sander_Levin,David_Joyce_(politician)
Sander_Levin,John_Yarmuth
Anna_Eshoo,Jim_McGovern_(American_politician)
Anna_Eshoo,Donald_McEachin
Anna_Eshoo,Donald_McEachin
Anna_Eshoo,Mike_Doyle_(American_politician)
Anna_Eshoo,Erik_Paulsen
Anna_Eshoo,Debbie_Dingell
Anna_Eshoo,Mike_Doyle_(American_politician)
Anna_Eshoo,Diana_DeGette
Anna_Eshoo,Anna_Eshoo
Anna_Eshoo,Alan_Lowenthal
Anna_Eshoo,Mike_Thompson_(California_politician)
Anna_Eshoo,Mark_DeSaulnier
Anna_Eshoo,Mike_Doyle_(American_politician)
Anna_Eshoo,Pramila_Jayapal
Anna_Eshoo,Nancy_Pelosi
Anna_Eshoo,Mike_Doyle_(American_politician)
Anna_Eshoo,Susan_Brooks
Anna_Eshoo,Susan_Brooks
Anna_Eshoo,Mark_DeSaulnier
Anna_Eshoo,Mark_DeSaulnier
Anna_Eshoo,Jackie_Speier
Anna_Eshoo,Rosa_DeLauro
Anna_Eshoo,Juan_Vargas
Anna_Eshoo,Tony_Cárdenas
Anna_Eshoo,Val_Demings
Anna_Eshoo,Doris_Matsui
Anna_Eshoo,Jerry_McNerney
Nanette_Barragán,John_Lewis_(civil_rights_leader)
Nanette_Barragán,Lucille_Roybal-Allard
Nanette_Barragán,Charlie_Dent
Nanette_Barragán,Karen_Bass
Nanette_Barragán,John_Sarbanes
André_Carson,Hank_Johnson
André_Carson,Dan_Kildee
André_Carson,Stephanie_Murphy
André_Carson,Steny_Hoyer
Dana_Rohrabacher,Thomas_Massie
Dana_Rohrabacher,Alan_Lowenthal
Paul_Mitchell_(politician),Luke_Messer
Nancy_Pelosi,Gwen_Moore
Nancy_Pelosi,Elijah_Cummings
Nancy_Pelosi,Hakeem_Jeffries
Nancy_Pelosi,Joaquín_Castro
Nancy_Pelosi,Debbie_Dingell
Nancy_Pelosi,Kevin_Brady
Nancy_Pelosi,John_Yarmuth
Nancy_Pelosi,Mark_Pocan
Nancy_Pelosi,Joyce_Beatty
Nancy_Pelosi,Hank_Johnson
Nancy_Pelosi,Raul_Ruiz_(politician)
Nancy_Pelosi,Karen_Bass
Nancy_Pelosi,John_Sarbanes
Nancy_Pelosi,Lucille_Roybal-Allard
Nancy_Pelosi,Terri_Sewell
Nancy_Pelosi,Ann_McLane_Kuster
Nancy_Pelosi,Sheila_Jackson_Lee
Nancy_Pelosi,James_Langevin
Nancy_Pelosi,Raúl_Grijalva
Nancy_Pelosi,Lloyd_Doggett
Nancy_Pelosi,Richard_Neal
Nancy_Pelosi,Mike_Doyle_(American_politician)
Nancy_Pelosi,Lloyd_Doggett
Nancy_Pelosi,Elijah_Cummings
Nancy_Pelosi,Frank_Pallone
Nancy_Pelosi,Elijah_Cummings
Nancy_Pelosi,Anna_Eshoo
Nancy_Pelosi,Suzan_DelBene
Nancy_Pelosi,Jamie_Raskin
Matt_Cartwright,Ro_Khanna
Matt_Cartwright,Ro_Khanna
Matt_Cartwright,Ileana_Ros-Lehtinen
Matt_Cartwright,Ted_Lieu
Matt_Cartwright,Jan_Schakowsky
Matt_Cartwright,Marc_Veasey
Matt_Cartwright,Peter_Roskam
Matt_Cartwright,Brenda_Lawrence
Lisa_Blunt_Rochester,Lois_Frankel
Lisa_Blunt_Rochester,Nancy_Pelosi
Francis_Rooney,Terri_Sewell
Francis_Rooney,Ileana_Ros-Lehtinen
Francis_Rooney,Ted_Deutch
Francis_Rooney,Francis_Rooney
Francis_Rooney,Adam_Kinzinger
Francis_Rooney,Mike_Thompson_(California_politician)
Francis_Rooney,Francis_Rooney
Francis_Rooney,Andy_Barr_(American_politician)
Anthony_G._Brown,Don_Beyer
Anthony_G._Brown,Elijah_Cummings
Anthony_G._Brown,Maxine_Waters
Anthony_G._Brown,John_Yarmuth
Anthony_G._Brown,Dutch_Ruppersberger
Anthony_G._Brown,Anthony_G._Brown
Anthony_G._Brown,Anthony_G._Brown
Anthony_G._Brown,Raúl_Grijalva
Anthony_G._Brown,Don_Beyer
Anthony_G._Brown,Anthony_G._Brown
Anthony_G._Brown,Barbara_Lee
Anthony_G._Brown,Elijah_Cummings
Anthony_G._Brown,Gerry_Connolly
Anthony_G._Brown,Anthony_G._Brown
Anthony_G._Brown,Nancy_Pelosi
Anthony_G._Brown,Anthony_G._Brown
Anthony_G._Brown,Anthony_G._Brown
Anthony_G._Brown,Anthony_G._Brown
Jerry_Nadler,Eric_Swalwell
Jerry_Nadler,Hakeem_Jeffries
Jerry_Nadler,John_Lewis_(civil_rights_leader)
Jerry_Nadler,Joe_Kennedy_III
Jerry_Nadler,Jerry_Nadler
Jerry_Nadler,Jan_Schakowsky
Jerry_Nadler,Carolyn_Maloney
Jerry_Nadler,Adam_Schiff
Jerry_Nadler,Jerry_Nadler
Jerry_Nadler,Nancy_Pelosi
Jerry_Nadler,Brad_Schneider
Jerry_Nadler,Carolyn_Maloney
Jerry_Nadler,Jerry_Nadler
Jerry_Nadler,Jerry_Nadler
Jerry_Nadler,Jerry_Nadler
Jerry_Nadler,Jim_McGovern_(American_politician)
Jerry_Nadler,Jerry_Nadler
Jerry_Nadler,Joe_Kennedy_III
Jerry_Nadler,Jamie_Raskin
Jerry_Nadler,Jerry_Nadler
Jerry_Nadler,Jerry_Nadler
Jerry_Nadler,Jerry_Nadler
Jerry_Nadler,Jerry_Nadler
Markwayne_Mullin,Katherine_Clark
Markwayne_Mullin,Martha_McSally
Patrick_McHenry,David_Price_(American_politician)
Patrick_McHenry,Richard_Hudson_(American_politician)
Patrick_McHenry,Paul_Ryan
Patrick_McHenry,Paul_Ryan
Patrick_McHenry,George_Holding
Patrick_McHenry,Richard_Hudson_(American_politician)
Patrick_McHenry,Paul_Ryan
Patrick_McHenry,Steve_Scalise
Patrick_McHenry,Kevin_McCarthy_(U.S._Representative)
Patrick_McHenry,Steve_Scalise
Patrick_McHenry,Paul_Ryan
Patrick_McHenry,Paul_Ryan
Gerry_Connolly,Don_Beyer
Gerry_Connolly,Steny_Hoyer
Gerry_Connolly,Scott_Peters_(politician)
Gerry_Connolly,Don_Beyer
Jeff_Denham,Steve_Knight_(politician)
Jeff_Denham,Sean_Duffy
John_Moolenaar,Sanford_Bishop
John_Moolenaar,Debbie_Dingell
John_Moolenaar,Marcy_Kaptur
John_Moolenaar,Jack_Bergman
Debbie_Wasserman_Schultz,John_Lewis_(civil_rights_leader)
Debbie_Wasserman_Schultz,John_Lewis_(civil_rights_leader)
Dan_Kildee,Hakeem_Jeffries
Dan_Kildee,Stephanie_Murphy
Jared_Huffman,Steny_Hoyer
Jared_Huffman,Nancy_Pelosi
Jared_Huffman,Mark_DeSaulnier
Jared_Huffman,Bruce_Westerman
Jared_Huffman,Adam_Schiff
Jared_Huffman,Steny_Hoyer
Jared_Huffman,Nanette_Barragán
Jared_Huffman,Nancy_Pelosi
Jared_Huffman,Adam_Schiff
Mark_Walker_(North_Carolina_politician),Mark_Walker_(North_Carolina_politician)
Mark_Walker_(North_Carolina_politician),Mark_Walker_(North_Carolina_politician)
John_Ratcliffe_(American_politician),Ro_Khanna
John_Ratcliffe_(American_politician),James_Langevin
John_Ratcliffe_(American_politician),Bruce_Westerman
John_Ratcliffe_(American_politician),Mark_Walker_(North_Carolina_politician)
John_Ratcliffe_(American_politician),Ro_Khanna
Andy_Biggs,Steve_Scalise
David_Joyce_(politician),Steve_Scalise
David_Joyce_(politician),David_Joyce_(politician)
David_Joyce_(politician),David_Joyce_(politician)
David_Joyce_(politician),Paul_Ryan
David_Joyce_(politician),Paul_Ryan
David_Joyce_(politician),Steve_Stivers
Steve_Chabot,Steve_Scalise
Bob_Gibbs,Kevin_McCarthy_(U.S._Representative)
Bob_Gibbs,Paul_Ryan
Bob_Gibbs,Tom_Graves
Bob_Gibbs,Paul_Ryan
Bob_Gibbs,Steve_Scalise
Bob_Gibbs,Steve_Scalise
Bob_Gibbs,Jeff_Denham
Bob_Gibbs,Rick_W._Allen
Bob_Gibbs,Paul_Ryan
Bob_Gibbs,David_McKinley
Ryan_Costello,Dave_Loebsack
Ryan_Costello,André_Carson
Ryan_Costello,Stephanie_Murphy
Ryan_Costello,Nanette_Barragán
Ryan_Costello,Tom_Emmer
Ryan_Costello,Jackie_Speier
Steve_Chabot,Paul_Ryan
Steve_Chabot,Steve_Chabot
Steve_Chabot,Rick_Nolan
Steve_Chabot,Steve_Chabot
Steve_Chabot,Paul_Ryan
Steve_Chabot,Bob_Goodlatte
Steve_Chabot,Alan_Lowenthal
Steve_Chabot,Steve_Chabot
Steve_Chabot,Virginia_Foxx
Steve_Chabot,Bob_Goodlatte
Steve_Chabot,Joe_Crowley
Brendan_Boyle,Dan_Kildee
Niki_Tsongas,Brenda_Lawrence
Niki_Tsongas,Jackie_Speier
Niki_Tsongas,Kathy_Castor
Niki_Tsongas,Katherine_Clark
Kevin_Brady,Sean_Duffy
Kevin_Brady,Mimi_Walters
Vern_Buchanan,Ileana_Ros-Lehtinen
Alan_Lowenthal,John_Lewis_(civil_rights_leader)
Alan_Lowenthal,Alan_Lowenthal
Mia_Love,Steve_Scalise
Glenn_Thompson_(politician),Steve_Scalise
Glenn_Thompson_(politician),Derek_Kilmer
Glenn_Thompson_(politician),James_Langevin
Glenn_Thompson_(politician),Tom_Marino
Glenn_Thompson_(politician),Paul_Ryan
Glenn_Thompson_(politician),Paul_Ryan
Glenn_Thompson_(politician),Raja_Krishnamoorthi
Glenn_Thompson_(politician),Paul_Ryan
Glenn_Thompson_(politician),Raja_Krishnamoorthi
Glenn_Thompson_(politician),Derek_Kilmer
Ron_DeSantis,Ileana_Ros-Lehtinen
Ron_DeSantis,Lee_Zeldin
Ron_DeSantis,Jim_Jordan_(American_politician)
Ron_DeSantis,Mark_Meadows_(North_Carolina_politician)
Ron_DeSantis,Rod_Blum
Ron_DeSantis,Ileana_Ros-Lehtinen
David_McKinley,Steve_Scalise
David_McKinley,Cathy_McMorris_Rodgers
David_McKinley,Daniel_Webster_(Florida_politician)
David_McKinley,Paul_Ryan
David_McKinley,Cathy_McMorris_Rodgers
David_McKinley,Bill_Flores
David_McKinley,Bill_Flores
David_McKinley,Steve_Scalise
Jim_Himes,Bill_Pascrell
Jim_Himes,Justin_Amash
Jim_Himes,Mike_Coffman
Paul_Ryan,Sanford_Bishop
Paul_Ryan,Greg_Walden
Paul_Ryan,Bob_Latta
Paul_Ryan,Patrick_McHenry
Paul_Ryan,Sanford_Bishop
Paul_Ryan,Dave_Reichert
Paul_Ryan,Mike_Coffman
Paul_Ryan,Tom_Graves
Paul_Ryan,Andy_Barr_(American_politician)
Paul_Ryan,Steve_Scalise
Henry_Cuellar,Henry_Cuellar
Henry_Cuellar,Henry_Cuellar
Ann_McLane_Kuster,Joe_Kennedy_III
Ann_McLane_Kuster,John_Sarbanes
Ann_McLane_Kuster,Raúl_Grijalva
Ann_McLane_Kuster,Lois_Frankel
Ann_McLane_Kuster,Cheri_Bustos
Ann_McLane_Kuster,Cheri_Bustos
Tom_O'Halleran,Tom_O'Halleran
Tom_O'Halleran,Kyrsten_Sinema
Tom_O'Halleran,Tom_O'Halleran
Tom_O'Halleran,Tom_O'Halleran
Tom_O'Halleran,Tom_O'Halleran
Marsha_Blackburn,Steve_Scalise
Suzanne_Bonamici,Kurt_Schrader
Suzanne_Bonamici,John_Yarmuth
Suzanne_Bonamici,Lois_Frankel
Suzanne_Bonamici,Nanette_Barragán
Suzanne_Bonamici,Steny_Hoyer
Suzanne_Bonamici,Pramila_Jayapal
Suzanne_Bonamici,Lois_Frankel
Suzanne_Bonamici,Ann_McLane_Kuster
Suzanne_Bonamici,Sheila_Jackson_Lee
Suzanne_Bonamici,Raúl_Grijalva
Suzanne_Bonamici,Lois_Frankel
Suzanne_Bonamici,Suzanne_Bonamici
Suzanne_Bonamici,Jamie_Raskin
Scott_DesJarlais,Peter_Roskam
Scott_DesJarlais,Mike_Simpson
Scott_DesJarlais,Jeff_Duncan_(politician)
Scott_DesJarlais,Steve_Scalise
Scott_DesJarlais,Andy_Barr_(American_politician)
Scott_DesJarlais,Steve_Womack
Scott_DesJarlais,Bob_Latta
Scott_DesJarlais,Steve_Scalise
Scott_DesJarlais,Steve_Scalise
Scott_DesJarlais,Sean_Duffy
Scott_DesJarlais,Roger_Williams_(American_politician)
Scott_DesJarlais,Virginia_Foxx
Scott_DesJarlais,Sanford_Bishop
Scott_DesJarlais,Buddy_Carter
Scott_DesJarlais,Jeff_Denham
Scott_DesJarlais,Brad_Wenstrup
Scott_DesJarlais,Lee_Zeldin
Scott_DesJarlais,Andy_Barr_(American_politician)
Scott_DesJarlais,Robert_Aderholt
Scott_DesJarlais,Mike_Rogers_(Alabama_politician)
Scott_DesJarlais,Paul_Gosar
Scott_DesJarlais,Kevin_McCarthy_(U.S._Representative)
Scott_DesJarlais,Rob_Woodall
Scott_DesJarlais,Marsha_Blackburn
Scott_DesJarlais,Jim_Banks
Scott_DesJarlais,Darrell_Issa
Scott_DesJarlais,Mimi_Walters
Scott_DesJarlais,Bill_Flores
Scott_DesJarlais,French_Hill_(politician)
Scott_DesJarlais,Patrick_McHenry
Scott_DesJarlais,Paul_Gosar
Scott_DesJarlais,Kevin_McCarthy_(U.S._Representative)
John_Rutherford_(Florida_politician),Cathy_McMorris_Rodgers
Lamar_Smith,Randy_Weber
Lamar_Smith,Paul_Ryan
Steny_Hoyer,Gwen_Moore
Steny_Hoyer,Elijah_Cummings
Steny_Hoyer,Joaquín_Castro
Steny_Hoyer,Diana_DeGette
Steny_Hoyer,Kevin_Brady
Steny_Hoyer,Mark_Pocan
Steny_Hoyer,Joyce_Beatty
Steny_Hoyer,Hank_Johnson
Steny_Hoyer,Mike_Doyle_(American_politician)
Steny_Hoyer,Alma_Adams
Steny_Hoyer,Jerry_Nadler
Steny_Hoyer,Raul_Ruiz_(politician)
Steny_Hoyer,Karen_Bass
Steny_Hoyer,John_Sarbanes
Steny_Hoyer,Terri_Sewell
Steny_Hoyer,Ann_McLane_Kuster
Steny_Hoyer,Sheila_Jackson_Lee
Steny_Hoyer,Terri_Sewell
Steny_Hoyer,John_Lewis_(civil_rights_leader)
Steny_Hoyer,Marc_Veasey
Steny_Hoyer,Brenda_Lawrence
Steny_Hoyer,Lois_Frankel
Steny_Hoyer,Raúl_Grijalva
Steny_Hoyer,Richard_Neal
Susan_Brooks,Paul_Ryan
Susan_Brooks,Paul_Ryan
Susan_Brooks,Paul_Ryan
Susan_Brooks,Greg_Walden
Susan_Brooks,Steve_Scalise
Scott_DesJarlais,Ted_Lieu
Scott_DesJarlais,Paul_Ryan
Scott_DesJarlais,Bobby_Scott_(politician)
Scott_DesJarlais,Paul_Ryan
Scott_DesJarlais,Kevin_McCarthy_(U.S._Representative)
Kathy_Castor,Hakeem_Jeffries
Kathy_Castor,John_Lewis_(civil_rights_leader)
Kathy_Castor,Debbie_Dingell
Kathy_Castor,Charlie_Dent
Kathy_Castor,John_Yarmuth
Kathy_Castor,Mark_Pocan
Kathy_Castor,Terri_Sewell
Kathy_Castor,Ann_McLane_Kuster
Kathy_Castor,Sheila_Jackson_Lee
Kathy_Castor,Raúl_Grijalva
Kathy_Castor,Richard_Neal
Kathy_Castor,Mike_Doyle_(American_politician)
Kathy_Castor,Elijah_Cummings
Kathy_Castor,Suzan_DelBene
Kathy_Castor,David_Cicilline
Kathy_Castor,Bill_Pascrell
Kathy_Castor,Cheri_Bustos
Sheila_Jackson_Lee,John_Lewis_(civil_rights_leader)
Sheila_Jackson_Lee,Nancy_Pelosi
Sheila_Jackson_Lee,Hank_Johnson
Sheila_Jackson_Lee,Nancy_Pelosi
Sheila_Jackson_Lee,Katherine_Clark
Sheila_Jackson_Lee,Nancy_Pelosi
Sheila_Jackson_Lee,Adam_Schiff
Steve_Knight_(politician),Paul_Ryan
Steve_Knight_(politician),Paul_Ryan
Donald_Norcross,Bonnie_Watson_Coleman
Donald_Norcross,Jan_Schakowsky
Donald_Norcross,Jan_Schakowsky
Donald_Norcross,Debbie_Dingell
Donald_Norcross,Mark_Pocan
Donald_Norcross,Adam_Schiff
Donald_Norcross,Joe_Kennedy_III
Scott_Perry_(politician),Mark_Meadows_(North_Carolina_politician)
Scott_Perry_(politician),Mark_Meadows_(North_Carolina_politician)
Scott_Perry_(politician),Lee_Zeldin
Scott_Perry_(politician),Mark_Meadows_(North_Carolina_politician)
Scott_Perry_(politician),Justin_Amash
Scott_Perry_(politician),Justin_Amash
Scott_Perry_(politician),Justin_Amash
